The Verifier - November 2018. Data as of December 7, 2025.
FIPS code,State,Jurisdiction,Equipment Type,Manufacturer,Model,First Year in Use,QR/Barcode,VVPAT,Election Day Standard,Election Day Accessible,Early Voting Standard,Early Voting Accessible,Mail Ballot/Absentee Equipment,Notes on usage
"3504300000","New Mexico","Sandoval County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3504300000","New Mexico","Sandoval County","Hybrid Optical Scan/BMD","Dominion","ImageCast Evolution","2014","No","N/A","Yes","Yes","Yes","Yes","No","",
"3504300000","New Mexico","Sandoval County","Internet Voting: Email","Not Applicable","Not Applicable","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3504300000","New Mexico","Sandoval County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3504300000","New Mexico","Sandoval County","Commercial Electronic Poll Book","Robis","AskED ePollbook","","N/A","N/A","Yes","No","Yes","No","No","",
"3504900000","New Mexico","Santa Fe County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3504900000","New Mexico","Santa Fe County","Hybrid Optical Scan/BMD","Dominion","ImageCast Evolution","2018","No","N/A","Yes","Yes","Yes","Yes","No","",
"3504900000","New Mexico","Santa Fe County","Internet Voting: Email","Not Applicable","Not Applicable","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3504900000","New Mexico","Santa Fe County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3504900000","New Mexico","Santa Fe County","Commercial Electronic Poll Book","AES","AutoVote","","N/A","N/A","Yes","No","Yes","No","No","",
"3505100000","New Mexico","Sierra County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"3505100000","New Mexico","Sierra County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2014","No","N/A","No","Yes","No","Yes","No","",
"3505100000","New Mexico","Sierra County","Internet Voting: Email","Not Applicable","Not Applicable","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505100000","New Mexico","Sierra County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505100000","New Mexico","Sierra County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","Yes","No","No","",
"3505300000","New Mexico","Socorro County","Hybrid Optical Scan/BMD","Dominion","ImageCast Evolution","2016","No","N/A","Yes","Yes","Yes","Yes","Yes","",
"3505300000","New Mexico","Socorro County","Internet Voting: Email","Not Applicable","Not Applicable","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505300000","New Mexico","Socorro County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505300000","New Mexico","Socorro County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","Yes","No","No","",
"3505500000","New Mexico","Taos County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"3505500000","New Mexico","Taos County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2014","No","N/A","No","Yes","No","Yes","No","",
"3505500000","New Mexico","Taos County","Internet Voting: Email","Not Applicable","Not Applicable","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505500000","New Mexico","Taos County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505500000","New Mexico","Taos County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"3505700000","New Mexico","Torrance County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2014","No","N/A","No","Yes","No","Yes","No","",
"3505700000","New Mexico","Torrance County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2014","N/A","N/A","Yes","No","Yes","No","Yes","",
"3505700000","New Mexico","Torrance County","Internet Voting: Email","Not Applicable","Not Applicable","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505700000","New Mexico","Torrance County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505700000","New Mexico","Torrance County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","Yes","No","No","",
"3505900000","New Mexico","Union County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2014","N/A","N/A","Yes","No","No","No","Yes","",
"3505900000","New Mexico","Union County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2014","No","N/A","No","Yes","No","No","No","",
"3505900000","New Mexico","Union County","Hybrid Optical Scan/BMD","Dominion","ImageCast Evolution","2018","No","N/A","No","No","Yes","Yes","No","",
"3505900000","New Mexico","Union County","Internet Voting: Email","Not Applicable","Not Applicable","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505900000","New Mexico","Union County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3505900000","New Mexico","Union County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","Yes","No","No","",
"3506100000","New Mexico","Valencia County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3506100000","New Mexico","Valencia County","Hybrid Optical Scan/BMD","Dominion","ImageCast Evolution","2014","No","N/A","Yes","Yes","Yes","Yes","No","",
"3506100000","New Mexico","Valencia County","Internet Voting: Email","Not Applicable","Not Applicable","2008","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3506100000","New Mexico","Valencia County","Internet Voting: Fax","Not Applicable","Not Applicable","2004","N/A","N/A","No","No","No","No","Yes","Military and overseas voters",
"3506100000","New Mexico","Valencia County","Commercial Electronic Poll Book","KNOWiNK","Poll Pad","","N/A","N/A","Yes","No","Yes","No","No","",
"3600100000","New York","Albany County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3600100000","New York","Albany County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"3600100000","New York","Albany County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"3600100000","New York","Albany County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3600300000","New York","Allegany County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3600300000","New York","Allegany County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3600300000","New York","Allegany County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3600500000","New York","Bronx County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3600500000","New York","Bronx County","Ballot Marking Device","ES&S","AutoMARK","2008","No","N/A","No","Yes","No","No","No","",
"3600500000","New York","Bronx County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"3600500000","New York","Bronx County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3600700000","New York","Broome County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3600700000","New York","Broome County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3600700000","New York","Broome County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3600700000","New York","Broome County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3600900000","New York","Cattaraugus County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3600900000","New York","Cattaraugus County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2016","N/A","N/A","No","No","No","No","Yes","",
"3600900000","New York","Cattaraugus County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3600900000","New York","Cattaraugus County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3601100000","New York","Cayuga County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3601100000","New York","Cayuga County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3601100000","New York","Cayuga County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3601300000","New York","Chautauqua County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3601300000","New York","Chautauqua County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2012","N/A","N/A","No","No","No","No","Yes","",
"3601300000","New York","Chautauqua County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3601300000","New York","Chautauqua County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3601500000","New York","Chemung County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3601500000","New York","Chemung County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3601500000","New York","Chemung County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3601500000","New York","Chemung County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3601700000","New York","Chenango County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3601700000","New York","Chenango County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3601700000","New York","Chenango County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3601900000","New York","Clinton County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3601900000","New York","Clinton County","Batch-Fed Optical Scanner","Clear Ballot","ClearCount","2018","N/A","N/A","No","No","No","No","Yes","",
"3601900000","New York","Clinton County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3601900000","New York","Clinton County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3602100000","New York","Columbia County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3602100000","New York","Columbia County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3602100000","New York","Columbia County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3602300000","New York","Cortland County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3602300000","New York","Cortland County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3602300000","New York","Cortland County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3602300000","New York","Cortland County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3602500000","New York","Delaware County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3602500000","New York","Delaware County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3602500000","New York","Delaware County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3602500000","New York","Delaware County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3602700000","New York","Dutchess County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3602700000","New York","Dutchess County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2016","N/A","N/A","No","No","No","No","Yes","",
"3602700000","New York","Dutchess County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3602700000","New York","Dutchess County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3602900000","New York","Erie County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3602900000","New York","Erie County","Ballot Marking Device","ES&S","AutoMARK","2006","No","N/A","No","Yes","No","No","No","",
"3602900000","New York","Erie County","Batch-Fed Optical Scanner","ES&S","DS850","2014","N/A","N/A","No","No","No","No","Yes","",
"3602900000","New York","Erie County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3603100000","New York","Essex County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3603100000","New York","Essex County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3603100000","New York","Essex County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3603300000","New York","Franklin County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3603300000","New York","Franklin County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2018","N/A","N/A","No","No","No","No","Yes","",
"3603300000","New York","Franklin County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3603300000","New York","Franklin County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3603500000","New York","Fulton County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3603500000","New York","Fulton County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3603500000","New York","Fulton County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3603700000","New York","Genesee County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3603700000","New York","Genesee County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3603700000","New York","Genesee County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3603900000","New York","Greene County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3603900000","New York","Greene County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2018","N/A","N/A","No","No","No","No","Yes","",
"3603900000","New York","Greene County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3603900000","New York","Greene County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3604100000","New York","Hamilton County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3604100000","New York","Hamilton County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3604100000","New York","Hamilton County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3604300000","New York","Herkimer County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3604300000","New York","Herkimer County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3604300000","New York","Herkimer County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3604500000","New York","Jefferson County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3604500000","New York","Jefferson County","Batch-Fed Optical Scanner","Clear Ballot","ClearCount","2018","N/A","N/A","No","No","No","No","Yes","",
"3604500000","New York","Jefferson County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3604500000","New York","Jefferson County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3604700000","New York","Kings County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3604700000","New York","Kings County","Ballot Marking Device","ES&S","AutoMARK","2008","No","N/A","No","Yes","No","No","No","",
"3604700000","New York","Kings County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"3604700000","New York","Kings County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3604900000","New York","Lewis County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3604900000","New York","Lewis County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3604900000","New York","Lewis County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3605100000","New York","Livingston County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3605100000","New York","Livingston County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2016","N/A","N/A","No","No","No","No","Yes","",
"3605100000","New York","Livingston County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3605100000","New York","Livingston County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3605300000","New York","Madison County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3605300000","New York","Madison County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3605300000","New York","Madison County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3605300000","New York","Madison County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3605500000","New York","Monroe County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3605500000","New York","Monroe County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3605500000","New York","Monroe County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3605500000","New York","Monroe County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3605700000","New York","Montgomery County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3605700000","New York","Montgomery County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3605700000","New York","Montgomery County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3605700000","New York","Montgomery County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3605900000","New York","Nassau County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3605900000","New York","Nassau County","Ballot Marking Device","ES&S","AutoMARK","2010","No","N/A","No","Yes","No","No","No","",
"3605900000","New York","Nassau County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"3605900000","New York","Nassau County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3606100000","New York","New York County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3606100000","New York","New York County","Ballot Marking Device","ES&S","AutoMARK","2008","No","N/A","No","Yes","No","No","No","",
"3606100000","New York","New York County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"3606100000","New York","New York County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3606300000","New York","Niagara County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3606300000","New York","Niagara County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3606300000","New York","Niagara County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3606300000","New York","Niagara County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3606500000","New York","Oneida County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3606500000","New York","Oneida County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2016","N/A","N/A","No","No","No","No","Yes","",
"3606500000","New York","Oneida County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3606500000","New York","Oneida County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3606700000","New York","Onondaga County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3606700000","New York","Onondaga County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3606700000","New York","Onondaga County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3606700000","New York","Onondaga County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3606900000","New York","Ontario County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3606900000","New York","Ontario County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2016","N/A","N/A","No","No","No","No","Yes","",
"3606900000","New York","Ontario County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3606900000","New York","Ontario County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3607100000","New York","Orange County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3607100000","New York","Orange County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3607100000","New York","Orange County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3607100000","New York","Orange County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3607300000","New York","Orleans County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3607300000","New York","Orleans County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3607300000","New York","Orleans County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3607300000","New York","Orleans County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3607500000","New York","Oswego County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3607500000","New York","Oswego County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3607500000","New York","Oswego County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3607500000","New York","Oswego County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3607700000","New York","Otsego County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3607700000","New York","Otsego County","Hand Counted Paper Ballots","Not Applicable","Not Applicable","","N/A","N/A","No","No","No","No","Yes","",
"3607700000","New York","Otsego County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3607700000","New York","Otsego County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3607900000","New York","Putnam County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","No","",
"3607900000","New York","Putnam County","Batch-Fed Optical Scanner","Dominion","ImageCast Central","2014","N/A","N/A","No","No","No","No","Yes","",
"3607900000","New York","Putnam County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3607900000","New York","Putnam County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3608100000","New York","Queens County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3608100000","New York","Queens County","Ballot Marking Device","ES&S","AutoMARK","2008","No","N/A","No","Yes","No","No","No","",
"3608100000","New York","Queens County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"3608100000","New York","Queens County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3608300000","New York","Rensselaer County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
"3608300000","New York","Rensselaer County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3608300000","New York","Rensselaer County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3608500000","New York","Richmond County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","No","",
"3608500000","New York","Richmond County","Ballot Marking Device","ES&S","AutoMARK","2008","No","N/A","No","Yes","No","No","No","",
"3608500000","New York","Richmond County","Batch-Fed Optical Scanner","ES&S","DS850","2016","N/A","N/A","No","No","No","No","Yes","",
"3608500000","New York","Richmond County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3608700000","New York","Rockland County","Hand-Fed Optical Scanner","ES&S","DS200","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3608700000","New York","Rockland County","Ballot Marking Device","ES&S","AutoMARK","2008","No","N/A","No","Yes","No","No","No","",
"3608700000","New York","Rockland County","Paper Poll Book","Not Applicable","Not Applicable","","N/A","N/A","Yes","No","No","No","No","",
"3609100000","New York","Saratoga County","Hand-Fed Optical Scanner","Dominion","ImageCast Precinct","2010","N/A","N/A","Yes","No","No","No","Yes","",
"3609100000","New York","Saratoga County","Ballot Marking Device","Dominion","ImageCast Precinct BMD","2010","No","N/A","No","Yes","No","No","No","",
